item_id,raw_asin,count
17476,B005QJZ5FA,8
17875,B0085RQLXK,8
37,1858705231,8
21662,B002APTA9K,8
18828,B00EW9GQR6,8
15897,B001Z3IY90,8
15918,B0025X4OWA,8
15466,B001DD63UO,8
21362,B001O9BEHO,8
19169,B0001ZNZF6,8
15685,B001MDH5ES,8
18350,B00B6QXN6U,8
16240,B002NACY22,8
13948,B000H0MKGK,8
17516,B0061JPYX2,8
18066,B008XX6J92,8
23860,B0058XIMMM,8
18065,B008XX6J4C,8
16190,B002LHKJYW,8
17941,B008FSCNTK,8
15229,B0017I1FRQ,8
18880,B00FKAA3MA,8
18745,B00E7NIYQ8,8
18651,B00DJYK4VE,8
18198,B009O07NMA,8
18841,B00F1CRRIU,8
21199,B001GKK6G6,8
20668,B000ZP6N7O,8
18030,B008RNYL0M,8
18900,B00G4EXNNM,8
18148,B009CVRQLY,8
15956,B0027BOL0A,7
16017,B002BE7JFW,7
13300,B000BISBDY,7
9960,B00005Y1M2,7
4602,B000002VCQ,7
1864,B0000024TD,7
2648,B000002AV5,7
820,B000000W5P,7
3245,B000002J09,7
7016,B00000DFSK,7
4738,B000002W9Q,7
4649,B000002VMD,7
1858,B0000024SI,7
8879,B000050HTO,7
2031,B0000025F7,7
9971,B00005Y23E,7
10557,B00006JYI7,7
10640,B00006RU5B,7
11010,B000093BDX,7
11936,B0002858YS,7
13338,B000BNTM32,7
105,6303047564,7
17721,B007G3H8Y0,7
19078,B00009ZM7Z,7
20120,B000M9JJ7O,7
2871,B000002GFU,7
14514,B000P0J024,7
4700,B000002W0Z,7
16169,B002KDUDG6,7
12495,B00070Q7VO,7
1998,B0000025BL,7
1083,B000001A6X,7
4531,B000002USX,7
12422,B0006FMBWY,7
8249,B00004NKAB,7
7378,B00000ICO0,7
15940,B0026NWBY2,7
15354,B001AQTWF2,7
14906,B000WAEJZ0,7
20259,B000P50WS0,7
17091,B004P1JMYA,7
14641,B000RPTQ1C,7
16120,B002HQWQB6,7
16510,B003AO1SVS,7
16979,B004GY6DTS,7
4446,B000002UAR,7
15117,B0013KJAQ6,7
2049,B0000025HU,7
231,B00000016W,7
14164,B000IY04RC,7
17229,B00527TUMU,7
23395,B004OA7QSG,7
3411,B000002KB8,7
8088,B000031XCR,7
8908,B000050XEI,7
2486,B0000029DL,7
12365,B000654YWY,7
17433,B005MYWZKM,7
16622,B003L77TZI,7
18301,B00AU15GIA,7
23671,B0051U15E4,7
18154,B009E3EWPI,7
7973,B000028U0Y,7
15936,B0026IZR7K,7
16636,B003MZ0I84,7
19490,B0009F0Z38,7
13668,B000F4RHB6,7
19403,B0007QCOTM,7
18165,B009GESJH2,7
12288,B000301YY8,7
19594,B000ARB1UQ,7
18032,B008RYN44U,7
16365,B002YIHO7I,7
18317,B00AYR2FOI,7
14858,B000VLE3GA,7
25402,B008H2ET0U,7
15597,B001GJ2ZP2,7
19753,B000EQS1JW,7
15238,B0017LU074,7
19909,B000GOVRDE,7
19555,B000A38CWU,7
21857,B002KMI7OC,7
17240,B0052TDGQO,7
18268,B00AGKHEIA,7
15849,B001UJIMTG,7
17242,B0052V0NQ8,7
18426,B00BPWDMP2,7
15564,B001FWRZ46,7
10592,B00006LHWN,7
24571,B006PGGJOE,7
18620,B00DBRT57S,7
18184,B009LXEBD4,7
19933,B000H6AB4M,7
19325,B0006LMBJ6,7
19374,B00079UM2A,7
18536,B00CKX1RX4,7
18086,B00911LA76,7
15146,B0014CBXOK,7
19019,B00JDB4PEY,7
19484,B0009B3IN6,7
25538,B008NCYALM,7
19002,B00IQE4NUK,7
18994,B00IIUAPCM,7
26816,B00E1O2RCA,7
15077,B0012OVF2U,6
17680,B007885NOA,6
15848,B001UJIMT6,6
16532,B003CIG7AE,6
9483,B00005N9CV,6
18116,B0096I9UQM,6
12578,B0007MU1IW,6
4425,B000002U98,6
1572,B000001FY9,6
124,6303459765,6
4966,B0000032XY,6
3392,B000002K9N,6
4142,B000002P5W,6
3822,B000002MG4,6
3756,B000002LND,6
5892,B000005IL1,6
2151,B00000261G,6
2475,B0000029B0,6
4358,B000002TQQ,6
4101,B000002OU8,6
8093,B000034CX9,6
8273,B00004R84V,6
1136,B000001AJO,6
6137,B000006389,6
8491,B00004THAY,6
146,6304639457,6
8919,B000051VWW,6
9128,B00005A1PR,6
9334,B00005JXS6,6
9425,B00005M989,6
9806,B00005RFAI,6
9922,B00005USBH,6
10233,B000066RM4,6
10351,B00006AG5N,6
11179,B0000AGWEC,6
11375,B0000CC6QF,6
11441,B0000DD7LC,6
11813,B0001XARA4,6
12005,B0002F7I9Y,6
12111,B0002OPLHQ,6
12227,B0002XL252,6
12554,B0007GAEVW,6
12658,B0007WF1WS,6
13234,B000B8QEYC,6
741,B000000OU0,6
853,B000000WG4,6
20804,B00147VH8C,6
4474,B000002UDB,6
3265,B000002J1U,6
7740,B00000K2VU,6
4444,B000002UAL,6
9800,B00005RD78,6
15297,B00192IV0O,6
15704,B001NESPHC,6
15112,B0013FYT9Y,6
1999,B0000025BR,6
12820,B0009HLDFU,6
13682,B000F7MG4G,6
6440,B000007638,6
13949,B000H0MKGU,6
3007,B000002H8X,6
2539,B000002A46,6
697,B000000OAN,6
8018,B00002MYY7,6
14429,B000NDEXPW,6
6245,B000006OHD,6
1939,B00000253Q,6
4443,B000002UAI,6
10618,B00006LSNA,6
14827,B000VALY4A,6
11435,B0000DD55G,6
11891,B00022LOTM,6
15730,B001OC6PDE,6
10630,B00006NSH8,6
1913,B000002507,6
1850,B0000024RH,6
2370,B0000027RL,6
17977,B008LZHA3G,6
18824,B00EUUJID6,6
18199,B009P5S11G,6
12966,B0009YNSJW,6
16479,B00387F6ZG,6
13729,B000FFJ80I,6
7795,B00001OH7P,6
672,B000000IVW,6
3243,B000002J01,6
3429,B000002KCI,6
1959,B000002564,6
3256,B000002J1F,6
13400,B000CC1TGA,6
19587,B000AOZJZM,6
19865,B000GAWSHM,6
13994,B000HBKCDC,6
2018,B0000025DV,6
1434,B000001FAC,6
3250,B000002J0P,6
5831,B000005H4X,6
18122,B00979CS50,6
22152,B0031U0QBO,6
20749,B0012QM8IS,6
15355,B001AQXJ9W,6
10938,B00008OWZG,6
18250,B00AA0TZTW,6
14126,B000IFQLLY,6
21274,B001K3IXW8,6
17943,B008G12ERC,6
18398,B00BEXB18M,6
20058,B000KEG4V0,6
21548,B0024FAPTA,6
15472,B001DMJAMI,6
22873,B0042FHTDK,6
6455,B000007MVD,6
19623,B000AYYIYU,6
21770,B002G9UEH2,6
19424,B0007TQ9O0,6
15872,B001VLBDEY,6
19045,1617160377,6
10306,B000069AUI,6
20141,B000MN6BZI,6
12043,B0002IVN9W,6
15820,B001TIQTI4,6
18552,B00CMYRVAO,6
19464,B0008172S4,6
19476,B0008GHE1E,6
19373,B00079ULP8,6
15610,B001GQACGE,6
15973,B0028K3192,6
23133,B004EZG9X4,6
24708,B00719Z59Y,6
21163,B001FOR4QI,6
19421,B0007TLLAC,6
20699,B001188FZC,6
18191,B009NOVCSS,6
18313,B00AYHK7RU,6
20057,B000KD44G8,6
10954,B00008RH16,6
19322,B0006LJLMG,6
13616,B000EU1PNC,6
11326,B0000C6E4D,6
20077,B000KKTPD8,6
15900,B0020H46LK,6
26699,B00DEMN8DW,6
17586,B006R1T40I,6
24396,B0064HGDC2,6
16312,B002RV01Q8,6
17698,B007CKNX28,6
17617,B006XBSAP2,6
22204,B0034G65B0,6
21326,B001M5GQ8W,6
18117,B0096MV73M,6
17434,B005N0C04Q,6
17016,B004K7M6SI,6
23799,B0056XP5II,6
16290,B002QEXN2K,6
16229,B002N0584I,6
26046,B00ACIFHBM,6
21221,B001HEF6W0,6
18022,B008R3EYWM,6
19818,B000FH4JJQ,6
14476,B000O3C51K,6
16345,B002WIDRM6,6
4679,B000002VRL,6
24343,B005ZEWGSA,6
20981,B0019MPRJW,6
24082,B005GYGD7O,6
18295,B00AQO1WXO,6
17574,B006M4RN3U,6
18598,B00D6CZ1C6,6
15605,B001GN3ZJS,6
10825,B000089RVX,6
15298,B00192IV9U,6
19450,B0007YXRTA,6
14934,B000WS4QJG,6
16828,B00428ZRFE,6
18922,B00GP7E3SC,6
22784,B003YJBYIQ,6
23553,B004VR9GCQ,6
19911,B000GUFXXS,6
18264,B00AG6Z92C,6
23673,B0051U15IU,6
18709,B00DX88EJ0,6
18839,B00F0N61AU,6
20587,B000WO84Z2,6
18636,B00DEPVNZO,6
24036,B005FN0LZQ,6
25550,B008O9FJQO,6
17821,B007VT6QSI,6
18644,B00DJSUNYS,6
18372,B00BAVCD8A,6
26575,B00CJGBNGI,6
26889,B00EN9IQ0A,6
18254,B00AALHW6Y,6
18893,B00FUABIGU,6
19016,B00J7UL6V6,6
26709,B00DI2LDIK,6
26672,B00D8J5D4S,6
19111,B0000DYKET,5
15530,B001EYGOHE,5
24152,B005KTOOCQ,5
15320,B0019FOC5E,5
11437,B0000DD575,5
16864,B00442OCYK,5
20359,B000SKI6OE,5
7019,B00000DFTM,5
13442,B000CR7RDE,5
1766,B000001VD4,5
12843,B0009J8FG8,5
20514,B000VS9ZOS,5
16311,B002RL8V1U,5
2056,B0000025JT,5
1249,B000001E58,5
2926,B000002GVZ,5
2691,B000002BBP,5
7531,B00000J7J4,5
1915,B00000250H,5
1450,B000001FDK,5
3599,B000002KZR,5
7974,B0000296J3,5
7813,B00001QGQI,5
2793,B000002G50,5
4094,B000002ORZ,5
3332,B000002JK8,5
2800,B000002G62,5
7537,B00000J7S8,5
2183,B000002663,5
3910,B000002N2T,5
1191,B000001DTM,5
1227,B000001E18,5
5380,B000003N7K,5
1556,B000001FWW,5
9207,B00005B188,5
9682,B00005Q4JH,5
4476,B000002UDK,5
9842,B00005S7UE,5
2953,B000002GYI,5
10027,B00005YXZI,5
10028,B000060KB6,5
10493,B00006IR69,5
10586,B00006LFGD,5
10619,B00006LSOG,5
10897,B00008J4P5,5
10731,B00007IT8S,5
10935,B00008OWZC,5
10823,B000089RVR,5
11498,B0000E1ALR,5
11424,B0000D9PFN,5
11937,B000286S8S,5
10049,B000062SSH,5
12220,B0002XH9Z4,5
12318,B00062ZV2E,5
12209,B0002X314C,5
12633,B0007SL1LW,5
12946,B0009WPKY0,5
13027,B000A7Q27I,5
13045,B000AA302K,5
13035,B000A89T9U,5
22146,B0031U0OP2,5
174,6305268177,5
4595,B000002VC3,5
9297,B00005J713,5
13259,B000BDGVU4,5
22339,B003AU5WBE,5
18147,B009B82GHC,5
4234,B000002QWD,5
3244,B000002J03,5
19093,B0000ATP8L,5
17743,B007KCG7MQ,5
21010,B001AOELYG,5
19352,B00075ZWR4,5
7975,B0000296J9,5
3955,B000002NHN,5
3132,B000002IAO,5
11974,B0002B163W,5
16119,B002HNA95E,5
1294,B000001EHS,5
2238,B0000026JA,5
10571,B00006L7XQ,5
9633,B00005OLYC,5
3486,B000002KH3,5
10486,B00006IM9Q,5
15215,B0016LT2LU,5
15503,B001ED7C58,5
15743,B001PCJFXK,5
14071,B000I0QK74,5
10650,B00006WL1Q,5
14172,B000J103YI,5
14167,B000IY04S6,5
8773,B00004YNGK,5
20360,B000SKI752,5
4440,B000002UA9,5
6975,B00000DCH9,5
9647,B00005OSX8,5
14374,B000MTPAGI,5
19504,B0009GCRIS,5
14239,B000KCHZK6,5
14812,B000V8I2QU,5
228,B00000016N,5
13646,B000F2CAMY,5
10802,B000088E6D,5
8232,B00004KD24,5
14604,B000R7I3LY,5
14766,B000UMQDHC,5
5201,B000003BF1,5
7377,B00000ICNY,5
15867,B001VE420S,5
1854,B0000024RX,5
16225,B002MW50KO,5
20943,B0018P38XM,5
18203,B009PWN17I,5
19074,B00008KH9C,5
18004,B008OTTRXU,5
10543,B00006JO4Q,5
16966,B004G8LKBA,5
23509,B004UBANY8,5
1098,B000001ABD,5
2872,B000002GFW,5
3555,B000002KNI,5
14840,B000VEYJP2,5
1675,B000001I0O,5
2672,B000002B30,5
8556,B00004U2G4,5
1384,B000001F3N,5
1078,B000001A5X,5
1449,B000001FDI,5
8074,B00003002C,5
1082,B000001A6N,5
4103,B000002OVJ,5
4123,B000002P1P,5
3290,B000002J63,5
2509,B0000029LG,5
1938,B00000253N,5
4439,B000002UA5,5
4419,B000002U8U,5
3264,B000002J1S,5
718,B000000OPU,5
3498,B000002KHW,5
10510,B00006J3WH,5
4366,B000002TTP,5
3458,B000002KEN,5
14165,B000IY04RM,5
14844,B000VH1AZQ,5
15644,B001IZIK3A,5
20024,B000J40804,5
3962,B000002NVT,5
3491,B000002KHF,5
7033,B00000DHR0,5
12962,B0009YA3CC,5
13059,B000AADYRQ,5
3592,B000002KZ1,5
5425,B000003S09,5
818,B000000W5L,5
2967,B000002H2H,5
1829,B0000024OG,5
2676,B000002B7M,5
15300,B00192KCQ0,5
7118,B00000DRC2,5
6550,B000007U6V,5
7079,B00000DQSZ,5
14094,B000I5X80G,5
2760,B000002C4J,5
8660,B00004WK2L,5
657,B000000IS5,5
9458,B00005MLVE,5
23258,B004IYZKWW,5
18228,B00A4EDAN6,5
18579,B00CZAYL76,5
23350,B004M6UDC8,5
16443,B0035WTE2U,5
21863,B002L9AL84,5
17073,B004NSULHM,5
17653,B0073XORCY,5
17041,B004LUHQ1G,5
17996,B008O9V4C2,5
19242,B0002TOTA6,5
7656,B00000JPYD,5
13708,B000FBGBPC,5
12386,B00066N8JI,5
14894,B000W01GK6,5
21552,B0024K9X8Y,5
21833,B002JM15Z6,5
21800,B002HIL50C,5
20009,B000J02A8G,5
19225,B0002NYVOG,5
19354,B00075ZYRW,5
16350,B002XNEII2,5
24224,B005OVKLX6,5
24761,B0074T7TY0,5
19563,B000A7KB7U,5
23506,B004TSE6UO,5
17316,B005DTL958,5
16894,B00472O3C8,5
10735,B00007JGQ6,5
14740,B000TWTBMC,5
15851,B001UJIMUU,5
19189,B00029PJKA,5
16057,B002DYJAIY,5
19944,B000H92UKM,5
17579,B006OAB3ME,5
18822,B00EUS9IBU,5
839,B000000WA4,5
4691,B000002VT6,5
16064,B002ECN4NM,5
16001,B0029O08WA,5
16535,B003CN4R74,5
11456,B0000DJE9R,5
16052,B002DSM8UC,5
20132,B000MFGN68,5
19329,B0006MY4EU,5
19561,B000A794KU,5
18079,B0090OPBTC,5
20748,B0012QM6GW,5
20802,B0013Y67DQ,5
19795,B000FB8E20,5
20014,B000J26CZ6,5
22995,B0047RS43C,5
20130,B000MFD9TC,5
22562,B003NX87U6,5
19883,B000GB0G7A,5
13376,B000BVB50C,5
16915,B004AHNIGM,5
15451,B001D0EI3Q,5
19988,B000I82WNW,5
13428,B000CPH9IY,5
14201,B000JJRINY,5
2789,B000002G3U,5
18326,B00B1OWENU,5
15798,B001RTP3YQ,5
17380,B005HPY8LU,5
18688,B00DSTBMMU,5
20963,B00192PP76,5
11945,B00028HOP4,5
17901,B008AWBQGM,5
19519,B0009JQZOC,5
13048,B000AA305M,5
4402,B000002U4X,5
7027,B00000DG1R,5
15358,B001ATO9EI,5
15841,B001UDY250,5
14261,B000KQGX1Y,5
18926,B00GUXO12O,5
15523,B001EQUES2,5
3729,B000002LK1,5
15025,B00110K5YO,5
18327,B00B23O96A,5
19160,B0001YRJSG,5
18844,B00F3AC5PA,5
26193,B00ATULAUK,5
15593,B001G9LVGG,5
17381,B005HR04HK,5
6145,B0000063EY,5
19935,B000H6AQ0Q,5
23027,B004A7XXLC,5
17397,B005J7CRNC,5
15460,B001D27GLK,5
17202,B004ZBIJE4,5
19385,B0007LPM3W,5
10416,B00006D2T8,5
19765,B000EXFR1K,5
16158,B002JNYMLO,5
18265,B00AG711UU,5
19827,B000FK5R6C,5
21573,B0026P45QW,5
15222,B00175D7UW,5
18179,B009J2VR3Y,5
18993,B00IIT0CHG,5
15228,B0017I1FP8,5
19700,B000CNAAAA,5
19274,B00062NOFU,5
10017,B00005YW4N,5
21494,B001V9LQF2,5
17493,B005UY48TU,5
16082,B002FGTO5O,5
17414,B005KDJCHY,5
17686,B007971HH2,5
14472,B000NY17J6,5
20731,B0012M0V7W,5
17914,B008BIPK62,5
26063,B00AEL5UQ4,5
26890,B00ENZCI3U,5
2491,B0000029F8,5
6832,B00000AEDW,5
3621,B000002L61,5
15169,B00152PFAM,5
26581,B00CKGB85I,5
2485,B0000029DD,5
25342,B008D2N48C,5
6427,B000007492,5
18237,B00A80SHFM,5
18764,B00ECL7ZCY,5
19688,B000C3VB1M,5
19052,B00006XXGO,5
20849,B0015TYXQW,5
21009,B001AOEIVW,5
19609,B000ARTQG2,5
21026,B001AX732E,5
17442,B005NF2UE6,5
18654,B00DLKXF3A,5
18677,B00DPKQBFK,5
18659,B00DMRNMRQ,5
18850,B00F5T5B0U,5
21989,B002SSUQFG,5
22507,B003JKSP78,5
25577,B008Q0E61U,5
17982,B008MQ6PDU,5
13042,B000AA301G,5
15410,B001C3KCSY,5
22585,B003P2VPV8,5
21664,B002APVF70,5
20143,B000MN8ODU,5
20761,B00133AR2O,5
21671,B002ATSG8C,5
20084,B000KR3D5W,5
13840,B000G759LW,5
8763,B00004YLPV,5
18805,B00EPFEY44,5
25651,B008X0EW44,5
25797,B009DKKU08,5
14101,B000I5YCCO,5
22036,B002V92YI4,5
26194,B00ATULBA4,5
23629,B004ZFN3QY,5
19729,B000E9BOZ2,5
23940,B005C9G6R0,5
18857,B00F96H10C,5
17276,B005974C94,5
17374,B005HGAKHU,5
16694,B003TWP5JC,5
18038,B008SGW5CO,5
18222,B00A1EOBJQ,5
24941,B007NLX16O,5
18946,B00HAA8URS,5
21040,B001B1KUDY,5
18423,B00BNR6RJW,5
21315,B001LNN1ZQ,5
22338,B003AU5VZ6,5
26050,B00ACIFJEW,5
18708,B00DX5WGTW,5
18263,B00AG6Z7SI,5
18704,B00DWFQ2N4,5
27070,B00I16VXD8,5
17503,B005VR9C42,5
24315,B005W0LPYS,5
23854,B0058XGLKC,5
17497,B005VHVRL8,5
23660,B0051D7GF8,5
14849,B000VI70V8,5
21107,B001DKDAVW,5
17536,B0068CEGT0,5
17211,B0050CJNJ2,5
17886,B0088EDRQO,5
18640,B00DGO8CL6,5
27086,B00IKDLMZ6,5
27043,B00H3ZSZRA,5
26052,B00ACIFM94,5
26621,B00CWF11JA,5
27114,B00KF9180W,5
19151,B0001MQ60A,4
19401,B0007PQHXW,4
25056,B007WA3K4Y,4
25648,B008WZCE36,4
1,0738920363,4
18860,B00FA5S4NA,4
15520,B001EPJTMK,4
21948,B002Q8AJSM,4
11884,B00022FWPE,4
12223,B0002XL1WG,4
14176,B000J3FBFC,4
13276,B000BFH2QY,4
3493,B000002KHJ,4
2291,B0000026WD,4
3551,B000002KMV,4
7044,B00000DHZJ,4
3533,B000002KKN,4
8068,B000030009,4
2310,B00000273M,4
2971,B000002H38,4
1828,B0000024LZ,4
5099,B00000342V,4
2867,B000002GFE,4
6069,B0000060NN,4
5819,B000005H40,4
1429,B000001F9M,4
2565,B000002ACB,4
3421,B000002KBU,4
6221,B000006NPY,4
840,B000000WA7,4
4544,B000002UUC,4
7156,B00000F1D3,4
3328,B000002JJS,4
3818,B000002MFE,4
4524,B000002URV,4
2694,B000002BBY,4
4777,B000002WMU,4
5681,B0000047FO,4
102,6302961807,4
2427,B0000028RV,4
198,6305846464,4
4338,B000002TN9,4
4353,B000002TP3,4
5602,B0000046R2,4
7309,B00000I72B,4
2441,B0000028VD,4
2865,B000002GF8,4
2500,B0000029HG,4
4332,B000002TLX,4
7451,B00000IPAC,4
6494,B000007OWW,4
3368,B000002JS8,4
4592,B000002V1X,4
2896,B000002GKN,4
6228,B000006NX9,4
3024,B000002HCV,4
5164,B000003AEB,4
3580,B000002KW6,4
7087,B00000DQWG,4
3966,B000002NZ1,4
1202,B000001DVR,4
2199,B000002699,4
655,B000000IRN,4
1129,B000001AJ4,4
7692,B00000JWNE,4
8581,B00004UARR,4
1423,B000001F8P,4
8331,B00004S51Y,4
8794,B00004Z0LW,4
8881,B000050HV9,4
8857,B0000507FL,4
8923,B000051XVX,4
7414,B00000ILM9,4
5871,B000005HF9,4
9503,B00005NHJS,4
9686,B00005Q66T,4
9063,B000058T7B,4
6841,B00000AEVD,4
9809,B00005RFGG,4
9938,B00005V3WH,4
9476,B00005N8V6,4
10152,B0000646TK,4
10188,B000065UFD,4
9010,B000056PQJ,4
3409,B000002KB3,4
4185,B000002PD7,4
4186,B000002PD8,4
9553,B00005NQJJ,4
10432,B00006F7S4,4
10514,B00006J424,4
10490,B00006IR5V,4
10536,B00006JL4J,4
10648,B00006V9A0,4
10747,B00007KQ70,4
10940,B00008PW3O,4
10824,B000089RVU,4
10937,B00008OWZE,4
10974,B00008W2HY,4
11006,B000092ZYX,4
11212,B0000ALSDR,4
11276,B0000BYMYK,4
2751,B000002BZA,4
11447,B0000DG05T,4
11414,B0000CFW87,4
11472,B0000DYMRO,4
11488,B0000DZDYN,4
11581,B00014GHOS,4
11596,B00016MSXU,4
11577,B000148KK2,4
11602,B00016XMOE,4
12194,B0002VYPEO,4
12073,B0002LE9HC,4
11639,B0001AP0OU,4
12265,B0002Z1EG2,4
12321,B00063F8BC,4
10708,B00007E8J1,4
12383,B00065YMRG,4
12480,B0006Z2LCE,4
12619,B0007QJ1PW,4
12741,B0009299LU,4
12718,B00082ZR62,4
13008,B000A3DFZE,4
13077,B000AL730O,4
13109,B000AOENCM,4
12769,B00097DXZS,4
13306,B000BJS4SU,4
13324,B000BLI3YI,4
1265,B000001EC1,4
8462,B00004T9YQ,4
15108,B0013FNC38,4
2919,B000002GQH,4
21099,B001D75RI4,4
23318,B004L8J0C6,4
1924,B00000251N,4
716,B000000OPC,4
18455,B00BWLKTOS,4
12549,B0007GAEGC,4
9,0783228503,4
19202,B0002FHIWQ,4
19258,B0002VN5KY,4
5274,B000003F8F,4
681,B000000NFI,4
23616,B004YM2FV2,4
18812,B00ERH14WU,4
10035,B000060OL7,4
1030,B0000013YW,4
3080,B000002I2G,4
55,6300251020,4
